Well_Name,WellType_Name,WellClass_Name,Total_Dept,SPud_Date,Remarks,Production Completed
MEREN-108,Oil Producer,DEV,2375,,,
MEREN-109,Water Injector,DEV,1978,,,
MEREN-11,Oil Producer,DEV,2539,Apr 12/67,,
MEREN-110,Oil Producer,DEV,2510,Jul 27/07,,
MEREN-110ST1,Oil Producer,DEV,2199,Aug 06/07,,
MEREN-111,Oil Producer,DEV,2286,Jan 13/07,,
MEREN-112,Oil Producer,DEV,2280,Jan 29/08,,
MEREN-11STI,Water Injector,DEV,2423,Jun 28/03,,
MEREN-12,Oil Producer,DEV,2297,Dec 30/67,,
MEREN-13,Oil Producer,DEV,2304,Oct 13/67,,
MEREN-14,Oil Producer,DEV,2530,Nov 18/67,,
MEREN-15,Oil Producer,DEV,3449.7,Dec 10/67,,
MEREN-16,Oil Producer,DEV,2150,Feb 03/68,,
MEREN-17,Oil Producer,DEV,2515,Jan 17/68,,
MEREN-17ST1,Oil Producer,DEV,2743,Jul 28/03,,
MEREN-18,Oil Producer,DEV,3057,Dec 08/68,,
MEREN-19,Oil Producer,DEV,2550,Mar 18/68,,
MEREN-2,Not Applicable,ORD APP,2720,Apr 01/66,,
MEREN-20,Oil Producer,DEV,2300,Jun 17/69,,
MEREN-20DH,Oil Producer,DEV,2492,Jun 27/00,,
MEREN-21,Oil Producer,DEV,2287,Oct 07/69,,
MEREN-21HST1,Oil Producer,DEV,2530,Feb 21/03,,
MEREN-21HST2,Oil Producer,DEV,2616,Mar 01/03,,
MEREN-21HST3,Oil Producer,DEV,2579,Mar 10/03,,
MEREN-22,Oil Producer,DEV,2272,Oct 24/69,,
MEREN-23,Oil Producer,DEV,2200,Jan 29/70,,
MEREN-24,Oil Producer,DEV,2202,Feb 15/70,,
MEREN-25,Oil Producer,DEV,2106,Feb 24/70,,
MEREN-26,Oil Producer,DEV,2219,Mar 12/70,,
MEREN-27,Oil Producer,DEV,2167,Mar 27/70,,
MEREN-27STH,Oil Producer,DEV,2511,Feb 01/06,,
MEREN-28,Oil Producer,DEV,2397,Apr 08/70,,
MEREN-29,Oil Producer,DEV,2171,May 26/70,,
MEREN-3,Oil Producer,DEV,2593,May 08/66,,
MEREN-30,Oil Producer,DEV,2200,Jun 03/70,,
MEREN-31,Oil Producer,DEV,2325,Jun 15/70,,
MEREN-31HST3,Oil Producer,DEV,2678,Dec 09/00,,
MEREN-32,Oil Producer,DEV,2356,Dec 05/70,,
MEREN-33,Oil Producer,DEV,2363,Dec 18/70,,
MEREN-34,Oil Producer,DEV,1997,Jan 01/71,,
MEREN-35,Oil Producer,DEV,2120,Jan 07/71,,
MEREN-36,Oil Producer,DEV,2478,Jan 16/71,,
